Anexo;Segmento;item;CEST;NCM;Descrição
XVII;PRODUTOS ALIMENTÍCIOS;590;1705900;1905.40.00;Torradas, pão torrado e produtos semelhantes torrados
XVII;PRODUTOS ALIMENTÍCIOS;600;1706000;1905.90.10;Outros pães de forma
XVII;PRODUTOS ALIMENTÍCIOS;620;1706200;1905.90.90;Outros pães, exceto o classificado no CEST 17.062.03
XVII;PRODUTOS ALIMENTÍCIOS;621;1706201;1905.90.90;Outros bolos industrializados e produtos de panificação não especificados anteriormente, incluindo as pizzas exceto os classificados nos CEST 17.062.02 e 17.062.03
XVII;PRODUTOS ALIMENTÍCIOS;622;1706202;1905.90.20 1905.90.90;Casquinhas para sorvete
XVII;PRODUTOS ALIMENTÍCIOS;623;1706203;1905.90.90;Pão francês até 200g
XVII;PRODUTOS ALIMENTÍCIOS;630;1706300;1905.10.00;Pão denominado knackebrot
XVII;PRODUTOS ALIMENTÍCIOS;640;1706400;1905.90;Demais pães industrializados
XVII;PRODUTOS ALIMENTÍCIOS;650;1706500;1507.90.11;Óleo de soja refinado, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros
XVII;PRODUTOS ALIMENTÍCIOS;660;1706600;1508;Óleo de amendoim refinado, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros
XVII;PRODUTOS ALIMENTÍCIOS;670;1706700;1509;Azeites de oliva, em recipientes com capacidade inferior a 2 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 20 mililitros
XVII;PRODUTOS ALIMENTÍCIOS;671;1706701;1509;Azeites de oliva, em recipientes com capacidade igual ou superior a 2 litros e inferior ou igual a 5 litros
XVII;PRODUTOS ALIMENTÍCIOS;672;1706702;1509;Azeites de oliva, em recipientes com capacidade superior a 5 litros
XVII;PRODUTOS ALIMENTÍCIOS;680;1706800;1510.00.00;Outros óleos e respectivas frações, obtidos exclusivamente a partir de azeitonas, mesmo refinados, mas não quimicamente modificados, e misturas desses óleos ou frações com óleos ou frações da posição 15.09, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros
XVII;PRODUTOS ALIMENTÍCIOS;690;1706900;1512.19.11;Óleo de girassol em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros
XVII;PRODUTOS ALIMENTÍCIOS;691;1706901;1512.29.10;Óleo de algodão refinado em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros
XVII;PRODUTOS ALIMENTÍCIOS;700;1707000;1514.1;Óleo de canola, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros
XVII;PRODUTOS ALIMENTÍCIOS;710;1707100;1515.19.00;Óleo de linhaça refinado, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros
XVII;PRODUTOS ALIMENTÍCIOS;720;1707200;1515.29.10;Óleo de milho refinado, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros
XVII;PRODUTOS ALIMENTÍCIOS;730;1707300;1512.29.90;Outros óleos refinados, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros
XVII;PRODUTOS ALIMENTÍCIOS;740;1707400;1517.90.10;Misturas de óleos refinados, para consumo humano, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros
XVII;PRODUTOS ALIMENTÍCIOS;750;1707500;"151115131514151515161518";Outros óleos vegetais comestíveis não especificados anteriormente
XVII;PRODUTOS ALIMENTÍCIOS;760;1707600;1601.00.00;Enchidos (embutidos) e produtos semelhantes, de carne, miudezas ou sangue exceto salsicha, linguiça e mortadela
XVII;PRODUTOS ALIMENTÍCIOS;770;1707700;1601.00.00;Salsicha e linguiça, exceto as descritas nos CEST 17.077.01
XVII;PRODUTOS ALIMENTÍCIOS;771;1707701;1601.00.00;Salsicha em lata
XVII;PRODUTOS ALIMENTÍCIOS;780;1707800;1601.00.00;Mortadela
XVII;PRODUTOS ALIMENTÍCIOS;790;1707900;16.02;Outras preparações e conservas de carne, miudezas ou de sangue, exceto as descritas nos CEST 17.079.01, 17.079.02, 17.079.03, 17.079.04, 17.079.05, 17.079.06 e 17.079.07
XVII;PRODUTOS ALIMENTÍCIOS;791;1707901;1602.31.00;Outras preparações e conservas de carne, de miudezas ou de sangue, de aves da posição 01.05: de peruas e de perus.
XVII;PRODUTOS ALIMENTÍCIOS;792;1707902;1602.32.10;Outras preparações e conservas de carne, de miudezas ou de sangue, de aves da posição 01.05: de galos e de galinhas, com conteúdo de carne ou de miudezas superior ou igual a 57 %, em peso, não cozidas
XVII;PRODUTOS ALIMENTÍCIOS;793;1707903;1602.32.20;Outras preparações e conservas de carne, de miudezas ou de sangue, todas de aves da posição 01.05: de galos e de galinhas, com conteúdo de carne ou de miudezas superior ou igual a 57 %, em peso, cozidas
XVII;PRODUTOS ALIMENTÍCIOS;794;1707904;1602.41.00;Outras preparações e conservas de carne, de miudezas ou de sangue, da espécie suína: pernas e respectivos pedaços
XVII;PRODUTOS ALIMENTÍCIOS;795;1707905;1602.49.00;Outras preparações e conservas de carne, de miudezas ou de sangue, da espécie suína: outras, incluindo as misturas, exceto os descritos no CEST 17.079.07
XVII;PRODUTOS ALIMENTÍCIOS;796;1707906;1602.50.00;Outras preparações e conservas de carne, de miudezas ou de sangue, da espécie bovina
XVII;PRODUTOS ALIMENTÍCIOS;797;1707907;1602.49.00;Apresuntado
XVII;PRODUTOS ALIMENTÍCIOS;800;1708000;1604;Preparações e conservas de peixes caviar e seus sucedâneos preparados a partir de ovas de peixe exceto os descritos nos CEST 17.080.01 e 17.081.00
XVII;PRODUTOS ALIMENTÍCIOS;801;1708001;1604.20.10;Outras preparações e conservas de atuns
XVII;PRODUTOS ALIMENTÍCIOS;810;1708100;1604;Sardinha em conserva
XVII;PRODUTOS ALIMENTÍCIOS;820;1708200;1605;Crustáceos, moluscos e outros invertebrados aquáticos, preparados ou em conservas
XVII;PRODUTOS ALIMENTÍCIOS;830;1708300;"0210.20.000210.99.001502";Carne de gado bovino, ovino e bufalino e produtos comestíveis resultantes da matança desse gado submetidos à salga, secagem ou desidratação, exceto os descritos no CEST 17.083.01
XVII;PRODUTOS ALIMENTÍCIOS;831;1708301;0210.20.00;Charque e jerkedbeef
XVII;PRODUTOS ALIMENTÍCIOS;840;1708400;"0201020202040206";Carne de gado bovino, ovino e bufalino e demais produtos comestíveis resultantes da matança desse gado frescos, refrigerados ou congelados
XVII;PRODUTOS ALIMENTÍCIOS;850;1708500;0204;Carnes de animais das espécies caprina, frescas, refrigeradas ou congeladas
XVII;PRODUTOS ALIMENTÍCIOS;860;1708600;"0210.99.001502.10.191502.90.00";Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados ou salmourados resultantes do abate de caprinos
XVII;PRODUTOS ALIMENTÍCIOS;870;1708700;"020702090210.99.001501";Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de aves, exceto os descritos no CEST 17.087.02
XVII;PRODUTOS ALIMENTÍCIOS;871;1708701;"0203020602090210.1 0210.99.001501";Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de suínos
XVII;PRODUTOS ALIMENTÍCIOS;872;1708702;"0207.10207.2";Carnes de aves inteiras e com peso unitário superior a 3 kg, temperadas
XVII;PRODUTOS ALIMENTÍCIOS;880;1708800;0710;Produtos hortícolas, cozidos em água ou vapor, congelados, em embalagens de conteúdo inferior ou igual a 1 kg
XVII;PRODUTOS ALIMENTÍCIOS;881;1708801;0710;Produtos hortícolas, cozidos em água ou vapor, congelados, em embalagens de conteúdo superior a 1 kg
XVII;PRODUTOS ALIMENTÍCIOS;890;1708900;0811;Frutas, não cozidas ou cozidas em água ou vapor, congeladas, mesmo adicionadas de açúcar ou de outros edulcorantes, em embalagens de conteúdo inferior ou igual a 1 kg
XVII;PRODUTOS ALIMENTÍCIOS;891;1708901;0811;Frutas, não cozidas ou cozidas em água ou vapor, congeladas, mesmo adicionadas de açúcar ou de outros edulcorantes, em embalagens de conteúdo superior a 1 kg
XVII;PRODUTOS ALIMENTÍCIOS;900;1709000;2001;Produtos hortícolas, frutas e outras partes comestíveis de plantas, preparados ou conservados em vinagre ou em ácido acético, em embalagens de conteúdo inferior ou igual a 1 kg
XVII;PRODUTOS ALIMENTÍCIOS;901;1709001;2001;Produtos hortícolas, frutas e outras partes comestíveis de plantas, preparados ou conservados em vinagre ou em ácido acético, em embalagens de conteúdo superior a 1 kg
XVII;PRODUTOS ALIMENTÍCIOS;910;1709100;2004;Outros produtos hortícolas preparados ou conservados, exceto em vinagre ou em ácido acético, congelados, com exceção dos produtos da posição 20.06, em embalagens de conteúdo inferior ou igual a 1 kg
XVII;PRODUTOS ALIMENTÍCIOS;911;1709101;2004;Outros produtos hortícolas preparados ou conservados, exceto em vinagre ou em ácido acético, congelados, com exceção dos produtos da posição 20.06, em embalagens de conteúdo superior a 1 kg
XVII;PRODUTOS ALIMENTÍCIOS;920;1709200;2005;Outros produtos hortícolas preparados ou conservados, exceto em vinagre ou em ácido acético, não congelados, com exceção dos produtos da posição 20.06, excluídos batata, inhame e mandioca fritos, em embalagens de conteúdo inferior ou igual a 1 kg
XVII;PRODUTOS ALIMENTÍCIOS;921;1709201;2005;Outros produtos hortícolas preparados ou conservados, exceto em vinagre ou em ácido acético, não congelados, com exceção dos produtos da posição 20.06, excluídos batata, inhame e mandioca fritos, em embalagens de conteúdo superior a 1 kg
XVII;PRODUTOS ALIMENTÍCIOS;930;1709300;2006.00.00;Produtos hortícolas, frutas, cascas de frutas e outras partes de plantas, conservados com açúcar (passados por calda, glaceados ou cristalizados), em embalagens de conteúdo inferior ou igual a 1 kg
XVII;PRODUTOS ALIMENTÍCIOS;931;1709301;2006.00.00;Produtos hortícolas, frutas, cascas de frutas e outras partes de plantas, conservados com açúcar (passados por calda, glaceados ou cristalizados), em embalagens de conteúdo superior a 1 kg
XVII;PRODUTOS ALIMENTÍCIOS;940;1709400;2007;Doces, geleias, “marmelades”, purês e pastas de frutas, obtidos por cozimento, com ou sem adição de açúcar ou de outros edulcorantes, em embalagens de conteúdo inferior ou igual a 1 kg, exceto as embalagens individuais de conteúdo inferior ou igual a 10 g
XVII;PRODUTOS ALIMENTÍCIOS;941;1709401;2007;Doces, geleias, “marmelades”, purês e pastas de frutas, obtidos por cozimento, com ou sem adição de açúcar ou de outros edulcorantes, em embalagens de conteúdo superior a 1 kg
XVII;PRODUTOS ALIMENTÍCIOS;950;1709500;2008;Frutas e outras partes comestíveis de plantas, preparadas ou conservadas de outro modo, com ou sem adição de açúcar ou de outros edulcorantes ou de álcool, não especificadas nem compreendidas em outras posições, excluídos os amendoins e castanhas tipo aperitivo, da posição 2008.1, em embalagens de conteúdo inferior ou igual a 1 kg
XVII;PRODUTOS ALIMENTÍCIOS;951;1709501;2008;Frutas e outras partes comestíveis de plantas, preparadas ou conservadas de outro modo, com ou sem adição de açúcar ou de outros edulcorantes ou de álcool, não especificadas nem compreendidas em outras posições, excluídos os amendoins e castanhas tipo aperitivo, da posição 2008.1, em embalagens superior a 1 kg
XVII;PRODUTOS ALIMENTÍCIOS;960;1709600;0901;Café torrado e moído, em embalagens de conteúdo inferior ou igual a 2 kg, exceto os classificados nos CEST 17.096.04 e 17.096.05
XVII;PRODUTOS ALIMENTÍCIOS;961;1709601;0901;Café torrado e moído, em embalagens de conteúdo superior a 2 kg
XVII;PRODUTOS ALIMENTÍCIOS;962;1709602;0901;Café torrado em grão, em embalagens de conteúdo inferior ou igual a 2 kg
XVII;PRODUTOS ALIMENTÍCIOS;963;1709603;0901;Café torrado em grão, em embalagens de conteúdo superior a 2 kg
XVII;PRODUTOS ALIMENTÍCIOS;964;1709604;0901;Café torrado e moído, em cápsulas, exceto os descritos no CEST 17.096.05
XVII;PRODUTOS ALIMENTÍCIOS;965;1709605;0901;Café descafeinado torrado e moído, em cápsulas
XVII;PRODUTOS ALIMENTÍCIOS;970;1709700;"09021211.90.902106.90.90";Chá, mesmo aromatizado
XVII;PRODUTOS ALIMENTÍCIOS;980;1709800;0903.00;Mate
XVII;PRODUTOS ALIMENTÍCIOS;990;1709900;"1701.11701.99.00";Açúcar refinado, em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g
XVII;PRODUTOS ALIMENTÍCIOS;991;1709901;"1701.11701.99.00";Açúcar refinado, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg
XVII;PRODUTOS ALIMENTÍCIOS;992;1709902;"1701.11701.99.00";Açúcar refinado, em embalagens de conteúdo superior a 5 kg
XVII;PRODUTOS ALIMENTÍCIOS;1000;1710000;1701.91.00;Açúcar refinado adicionado de aromatizante ou de corante em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g
XVII;PRODUTOS ALIMENTÍCIOS;1001;1710001;1701.91.00;Açúcar refinado adicionado de aromatizante ou de corante em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg
XVII;PRODUTOS ALIMENTÍCIOS;1002;1710002;1701.91.00;Açúcar refinado adicionado de aromatizante ou de corante em embalagens de conteúdo superior a 5 kg
XVII;PRODUTOS ALIMENTÍCIOS;1010;1710100;"1701.11701.99.00";Açúcar cristal, em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g
XVII;PRODUTOS ALIMENTÍCIOS;1011;1710101;"1701.11701.99.00";Açúcar cristal, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg
XVII;PRODUTOS ALIMENTÍCIOS;1012;1710102;"1701.11701.99.00";Açúcar cristal, em embalagens de conteúdo superior a 5 kg
XVII;PRODUTOS ALIMENTÍCIOS;1020;1710200;1701.91.00;Açúcar cristal adicionado de aromatizante ou de corante, em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g
XVII;PRODUTOS ALIMENTÍCIOS;1021;1710201;1701.91.00;Açúcar cristal adicionado de aromatizante ou de corante, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg
XVII;PRODUTOS ALIMENTÍCIOS;1022;1710202;1701.91;Açúcar cristal adicionado de aromatizante ou de corante, em embalagens de conteúdo superior a 5 kg
XVII;PRODUTOS ALIMENTÍCIOS;1030;1710300;"1701.11701.99.00";Outros tipos de açúcar, em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g
XVII;PRODUTOS ALIMENTÍCIOS;1031;1710301;"1701.11701.99.00";Outros tipos de açúcar, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg
XVII;PRODUTOS ALIMENTÍCIOS;1032;1710302;"1701.11701.99.00";Outros tipos de açúcar, em embalagens de conteúdo superior a 5 kg
XVII;PRODUTOS ALIMENTÍCIOS;1040;1710400;1701.91.00;Outros tipos de açúcar adicionado de aromatizante ou de corante, em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g
XVII;PRODUTOS ALIMENTÍCIOS;1041;1710401;1701.91.00;Outros tipos de açúcar adicionado de aromatizante ou de corante, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg
XVII;PRODUTOS ALIMENTÍCIOS;1042;1710402;1701.91.00;Outros tipos de açúcar adicionado de aromatizante ou de corante, em embalagens de conteúdo superior a 5 kg
XVII;PRODUTOS ALIMENTÍCIOS;1050;1710500;1702;Outros açúcares em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g
XVII;PRODUTOS ALIMENTÍCIOS;1051;1710501;1702;Outros açúcares, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg
XVII;PRODUTOS ALIMENTÍCIOS;1052;1710502;1702;Outros açúcares, em embalagens de conteúdo superior a 5 kg
XVII;PRODUTOS ALIMENTÍCIOS;1060;1710600;2008.19.00;Milho para pipoca (micro-ondas)
XVII;PRODUTOS ALIMENTÍCIOS;1070;1710700;2101.1;Extratos, essências e concentrados de café e preparações à base destes extratos, essências ou concentrados ou à base de café, em embalagens de conteúdo inferior ou igual a 500 g, exceto os classificados no CEST 17.107.01
XVII;PRODUTOS ALIMENTÍCIOS;1071;1710701;2101.1;Extratos, essências e concentrados de café e preparações à base destes extratos, essências ou concentrados ou à base de café, em cápsulas
XVII;PRODUTOS ALIMENTÍCIOS;1080;1710800;2101.20;Extratos, essências e concentrados de chá ou de mate e preparações à base destes extratos, essências ou concentrados ou à base de chá ou de mate, em embalagens de conteúdo inferior ou igual a 500 g, exceto as bebidas prontas à base de mate ou chá e os itens classificados no CEST 17.108.01
XVII;PRODUTOS ALIMENTÍCIOS;1081;1710801;2101.20;Extratos, essências e concentrados de chá ou de mate e preparações à base destes extratos, essências ou concentrados ou à base de chá ou de mate, em cápsulas
XVII;PRODUTOS ALIMENTÍCIOS;1090;1710900;"1901.90.902101.11.902101.12.00";Preparações em pó para cappuccino e similares, em embalagens de conteúdo inferior ou igual a 500 g
XVII;PRODUTOS ALIMENTÍCIOS;1100;1711000;2202.10.00;Refrescos e outras bebidas prontas para beber, à base de chá e mate
XVII;PRODUTOS ALIMENTÍCIOS;1110;1711100;2202.10.00;Refrescos e outras bebidas não alcoólicas, exceto os refrigerantes e as demais bebidas nos CEST 03.007.00 e 17.110.00
XVII;PRODUTOS ALIMENTÍCIOS;1120;1711200;2202.99.00;Néctares de frutas e outras bebidas não alcoólicas prontas para beber, exceto isotônicos e energéticos
XVII;PRODUTOS ALIMENTÍCIOS;1130;1711300;"2101.202202.99.00";Bebidas prontas à base de mate ou chá
XVII;PRODUTOS ALIMENTÍCIOS;1140;1711400;2202.99.00;Bebidas prontas à base de café
XVII;PRODUTOS ALIMENTÍCIOS;1150;1711500;2202.99.00;"Bebidas alimentares prontas à base de soja, leite ou cacau, inclusive os produtos denominados bebidas lácteas "
XVIII;PRODUTOS DE PAPELARIA;10;1900100;3213.10.00;Tinta guache
XVIII;PRODUTOS DE PAPELARIA;20;1900200;3916.20.00;Espiral - perfil para encadernação, de plástico e outros materiais classificados nas posições 3901 a 3914
XVIII;PRODUTOS DE PAPELARIA;30;1900300;"3916.10.003916.90";Outros espirais - perfil para encadernação, de plástico e outros materiais classificados nas posições 3901 a 3914
XVIII;PRODUTOS DE PAPELARIA;40;1900400;3926.10.00;Artigos de escritório e artigos escolares de plástico e outros materiais classificados nas posições 3901 a 3914, exceto estojos
XVIII;PRODUTOS DE PAPELARIA;50;1900500;"4202.14202.9";Maletas e pastas para documentos e de estudante, e artefatos semelhantes
XVIII;PRODUTOS DE PAPELARIA;51;1900501;"4202.14202.9";Baús, malas e maletas para viagem
XVIII;PRODUTOS DE PAPELARIA;60;1900600;3926.90.90;Prancheta de plástico
XVIII;PRODUTOS DE PAPELARIA;70;1900700;"4802.20.904811.90.90";Bobina para fax
XVIII;PRODUTOS DE PAPELARIA;80;1900800;4802.54.9;Papel seda
XVIII;PRODUTOS DE PAPELARIA;90;1900900;"4802.54.994802.57.994816.20.00";Bobina para máquina de calcular, PDV ou equipamentos similares
XVIII;PRODUTOS DE PAPELARIA;100;1901000;"4802.56.94802.57.94802.58.9";Cartolina escolar e papel cartão, brancos e coloridos, cortados em folhas em que um lado seja inferior ou igual a 500 mm e o outro inferior ou igual a 700 mm, quando não dobradas, e peso igual ou superior a 120g/m² recados autoadesivos (LP note) papéis de presente todos cortados em tamanho pronto para uso escolar e doméstico
XVIII;PRODUTOS DE PAPELARIA;110;1901100;"3703.10.103703.10.293703.20.003703.90.103704.00.004802.20.00";Papel fotográfico, exceto: (i) os papéis fotográficos emulsionados com haleto de prata tipo brilhante, matte ou lustre, em rolo e, com largura igual ou superior a 102 mm e comprimento inferior ou igual a 350 m, (ii) os papéis fotográficos emulsionados com haleto de prata tipo brilhante ou fosco, em folha e com largura igual ou superior a 152 mm e comprimento inferior ou igual a 307 mm, (iii) papel de qualidade fotográfica com tecnologia “Thermo-autochrome”, que submetido a um processo de aquecimento seja capaz de formar imagens por reação química e combinação das camadas cyan, magenta e amarela
XVIII;PRODUTOS DE PAPELARIA;120;1901200;4810.13.90;Papel almaço
XVIII;PRODUTOS DE PAPELARIA;130;1901300;4816.90.10;Papel hectográfico
XVIII;PRODUTOS DE PAPELARIA;140;1901400;3920.20.19;Papel celofane e tipo celofane
XVIII;PRODUTOS DE PAPELARIA;150;1901500;4806.20.00;Papel impermeável
XVIII;PRODUTOS DE PAPELARIA;160;1901600;4808.10.00;Papel crepon
XVIII;PRODUTOS DE PAPELARIA;170;1901700;4810.22.90;Papel fantasia
XVIII;PRODUTOS DE PAPELARIA;180;1901800;"48094816";Papel-carbono, papel autocopiativo (exceto os vendidos em rolos de diâmetro igual ou superior a 60 cm e os vendidos em folhas de formato igual ou superior a 60 cm de altura e igual ou superior a 90 cm de largura) e outros papéis para cópia ou duplicação (incluídos os papéis para estênceis ou para chapas ofsete), estênceis completos e chapas ofsete, de papel, em folhas, mesmo acondicionados em caixas
XVIII;PRODUTOS DE PAPELARIA;190;1901900;4817;Envelopes, aerogramas, bilhetes-postais não ilustrados e cartões para correspondência, de papel ou cartão, caixas, sacos e semelhantes, de papel ou cartão, contendo um sortido de artigos para correspondência
XVIII;PRODUTOS DE PAPELARIA;200;1902000;4820.10.00;Livros de registro e de contabilidade, blocos de notas, de encomendas, de recibos, de apontamentos, de papel para cartas, agendas e artigos semelhantes
XVIII;PRODUTOS DE PAPELARIA;210;1902100;4820.20.00;Cadernos
XVIII;PRODUTOS DE PAPELARIA;220;1902200;4820.30.00;Classificadores, capas para encadernação (exceto as capas para livros) e capas de processos
XVIII;PRODUTOS DE PAPELARIA;230;1902300;4820.40.00;Formulários em blocos tipo “manifold”, mesmo com folhas intercaladas de papel-carbono
XVIII;PRODUTOS DE PAPELARIA;240;1902400;4820.50.00;Álbuns para amostras ou para coleções
XVIII;PRODUTOS DE PAPELARIA;250;1902500;4820.90.00;Pastas para documentos, outros artigos escolares, de escritório ou de papelaria, de papel ou cartão e capas para livros, de papel ou cartão
XVIII;PRODUTOS DE PAPELARIA;260;1902600;4909.00.00;Cartões postais impressos ou ilustrados, cartões impressos com votos ou mensagens pessoais, mesmo ilustrados, com ou sem envelopes, guarnições ou aplicações (conhecidos como cartões de expressão social - de época/sentimento)
XVIII;PRODUTOS DE PAPELARIA;270;1902700;9608.10.00;Canetas esferográficas
XVIII;PRODUTOS DE PAPELARIA;280;1902800;9608.20.00;Canetas e marcadores, com ponta de feltro ou com outras pontas porosas
XVIII;PRODUTOS DE PAPELARIA;290;1902900;9608.30.00;Canetas tinteiro
XVIII;PRODUTOS DE PAPELARIA;300;1903000;9608;Outras canetas sortidos de canetas
XVIII;PRODUTOS DE PAPELARIA;310;1903100;4802.56;Papel cortado “cutsize” (tipo A3, A4, ofício I e II, carta e outros)
XVIII;PRODUTOS DE PAPELARIA;320;1903200;5210.59.90;Papel camurça
XVIII;PRODUTOS DE PAPELARIA;330;1903300;7607.11.90;"Papel laminado e papel espelho "
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;10;2000100;1211.90.90;Henna (embalagens de conteúdo inferior ou igual a 200 g)
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;11;2000101;1211.90.90;Henna (embalagens de conteúdo superior a 200 g)
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;20;2000200;2712.10.00;Vaselina
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;30;2000300;2814.20.00;Amoníaco em solução aquosa (amônia)
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;40;2000400;2847.00.00;Peróxido de hidrogênio, em embalagens de conteúdo inferior ou igual a 500 ml
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;50;2000500;3006.70.00;Lubrificação íntima
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;60;2000600;3301;Óleos essenciais (desterpenados ou não), incluídos os chamados “concretos” ou “absolutos” resinoides oleorresinas de extração soluções concentradas de óleos essenciais em gorduras, em óleos fixos, em ceras ou em matérias análogas, obtidas por tratamento de flores através de substâncias gordas ou por maceração subprodutos terpênicos residuais da desterpenação dos óleos essenciais águas destiladas aromáticas e soluções aquosas de óleos essenciais, em embalagens de conteúdo inferior ou igual a 500 ml
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;70;2000700;3303.00.10;Perfumes (extratos)
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;80;2000800;3303.00.20;Águas-de-colônia
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;90;2000900;3304.10.00;Produtos de maquilagem para os lábios
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;100;2001000;3304.20.10;Sombra, delineador, lápis para sobrancelhas e rímel
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;110;2001100;3304.20.90;Outros produtos de maquilagem para os olhos
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;120;2001200;3304.30.00;Preparações para manicuros e pedicuros, incluindo removedores de esmalte à base de acetona
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;130;2001300;3304.91.00;Pós, incluídos os compactos
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;140;2001400;3304.99.10;Cremes de beleza, cremes nutritivos e loções tônicas
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;150;2001500;3304.99.90;Outros produtos de beleza ou de maquilagem preparados e preparações para conservação ou cuidados da pele, exceto as preparações solares e antissolares
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;160;2001600;3304.99.90;Preparações solares e antissolares
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;170;2001700;3305.10.00;Xampus para o cabelo
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;180;2001800;3305.20.00;Preparações para ondulação ou alisamento, permanentes, dos cabelos
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;190;2001900;3305.30.00;Laquês para o cabelo
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;200;2002000;3305.90.00;Outras preparações capilares, incluindo máscaras e finalizadores
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;210;2002100;3305.90.00;Condicionadores
XIX;PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL E COSMÉTICOS;220;2002200;3305.90.00;Tintura para o cabelo
