CFOP;Descrição Resumida do CFOP;Aplicação
6201;6.201 - Devolução de compra p/ industrialização ou produção rural;"Devolução de mercadoria adquirida para ser utilizada em processo de industrialização ou produção rural, cuja entrada tenha sido classificada como ""1.101 - Compra para industrialização ou produção rural"".(NR Ajuste SINIEF 05/2005) (Dec.28.868/2006 - Efeitos a partir de 01/01/2006, ficando facultada ao contribuinte a sua adoção para fatos geradores ocorridos no período de 01 de novembro a 31 de dezembro de 2005)"
6202;6.202 - Devolução de compra p/ comercialização;Classificam-se neste código as devoluções de mercadorias adquiridas para serem comercializadas, cujas entradas tenham sido classificadas como Compra para comercialização.
6205;6.205 - Anulação de valor relativo a aquisição de serviço de comunicação;Classificam-se neste código as anulações correspondentes a valores faturados indevidamente, decorrentes das aquisições de serviços de comunicação.
6206;6.206 - Anulação de valor relativo a aquisição de serviço de transporte;Classificam-se neste código as anulações correspondentes a valores faturados indevidamente, decorrentes das aquisições de serviços de transporte.
6207;6.207 - Anulação de valor relativo à compra de energia elétrica;Classificam-se neste código as anulações correspondentes a valores faturados indevidamente, decorrentes da compra de energia elétrica.
6208;6.208 - Devolução de mercadoria recebida em transferência p/ industrialização ou produção rural;"Devolução de mercadoria recebida em transferência de outro estabelecimento da mesma empresa, para ser utilizada em processo de industrialização ou produção rural.(NR Ajuste SINIEF 05/2005) (Dec.28.868/2006 - Efeitos a partir de 01/01/2006, ficando facultada ao contribuinte a sua adoção para fatos geradores ocorridos no período de 01 de novembro a 31 de dezembro de 2005)"
6209;6.209 - Devolução de mercadoria recebida em transferência p/ comercialização;Classificam-se neste código as devoluções de mercadorias recebidas em transferência de outro estabelecimento da mesma empresa, para serem comercializadas.
6210;6.210 - Devolução de compra p/ utilização na prestação de serviço;Classificam-se neste código as devoluções de mercadorias adquiridas para utilização na prestação de serviços, cujas entradas tenham sido classificadas nos códigos “2.126 - Compra para utilização na prestação de serviço sujeita ao ICMS” e “2.128 Compra para utilização na prestação de serviço sujeita ao ISSQN” (AJUSTE SINIEF 4, DE 9 DE JULHO DE 2010).Vejamais[p4] efeitos a partir de 1º de janeiro de 2011– DECRETO 36.465/2011.
6213;6.213 - Devolução de entrada de mercadoria com previsão de posterior ajuste ou fixação de preço, em ato cooperativo;"Classificam-se neste código as devoluções de entradas que tenham sido classificadas no código “2.131 - Entrada de mercadoria com previsão de posterior ajuste ou fixação de preço, decorrente de operação de ato cooperativo."" (AJUSTE SINIEF 18, DE 29 DE SETEMBRO DE 2017) efeitos a partir de 1º de janeiro de 2018."
6214;6.214 - Devolução de fixação de preço de produção do estabelecimento produtor, inclusive quando remetidas anteriormente com previsão de posterior ajuste ou fixação de preço, de ato cooperativo, para comercialização;"Classificam-se neste código as devoluções de fixação de preço de mercadorias do estabelecimento produtor cuja entrada para comercialização tenha sido classificada no código “2.132 - Fixação de preço de produção do estabelecimento produtor, inclusive quando remetidas anteriormente com previsão de posterior ajuste ou fixação de preço de ato cooperativo."" (AJUSTE SINIEF 18, DE 29 DE SETEMBRO DE 2017) efeitos a partir de 1º de janeiro de 2018."
6215;6.215 - Devolução de fixação de preço de produção do estabelecimento produtor, inclusive quando remetidas anteriormente com previsão de posterior ajuste ou fixação de preço, de ato cooperativo para industrialização;"Classificam-se neste código as devoluções de fixação de preço de mercadorias do estabelecimento produtor cuja entrada para industrialização tenha sido classificada no código “2.135 - Fixação de preço de produção do estabelecimento produtor, inclusive quando remetidas anteriormente com previsão de posterior ajuste ou fixação de preço de ato cooperativo."" (AJUSTE SINIEF 18, DE 29 DE SETEMBRO DE 2017) efeitos a partir de 1º de janeiro de 2018."
6216;6.216 - Devolução de entrada decorrente do fornecimento de produto ou mercadoria de ato cooperativo;Classificam-se neste código as devoluções de entradas decorrentes de fornecimento de produtos ou mercadorias por estabelecimento de cooperativa destinados a seus cooperados ou a estabelecimento de outra cooperativa, cujo fornecimento tenha sido classificado no código 2.159 - Entrada decorrente do fornecimento de produto ou mercadoria de ato cooperativo.
6251;6.251 - Venda de energia elétrica p/ distribuição ou comercialização;Classificam-se neste código as vendas de energia elétrica destinada à distribuição ou comercialização. Também serão classificadas neste código as vendas de energia elétrica destinada a cooperativas para distribuição aos seus cooperados.
6252;6.252 - Venda de energia elétrica p/ estabelecimento industrial;Classificam-se neste código as vendas de energia elétrica para consumo por estabelecimento industrial. Também serão classificadas neste código as vendas de energia elétrica destinada a estabelecimento industrial de cooperativa.
6253;6.253 - Venda de energia elétrica p/ estabelecimento comercial;Classificam-se neste código as vendas de energia elétrica para consumo por estabelecimento comercial. Também serão classificadas neste código as vendas de energia elétrica destinada a estabelecimento comercial de cooperativa.
6254;6.254 - Venda de energia elétrica p/ estabelecimento prestador de serviço de transporte;Classificam-se neste código as vendas de energia elétrica para consumo por estabelecimento de prestador de serviços de transporte.
6255;6.255 - Venda de energia elétrica p/ estabelecimento prestador de serviço de comunicação;Classificam-se neste código as vendas de energia elétrica para consumo por estabelecimento de prestador de serviços de comunicação.
6256;6.256 - Venda de energia elétrica p/ estabelecimento de produtor rural;Classificam-se neste código as vendas de energia elétrica para consumo por estabelecimento de produtor rural.
6257;6.257 - Venda de energia elétrica p/ consumo por demanda contratada;Classificam-se neste código as vendas de energia elétrica para consumo por demanda contratada, que prevalecerá sobre os demais códigos deste subgrupo.
6258;6.258 - Venda de energia elétrica a não contribuinte;Classificam-se neste código as vendas de energia elétrica a pessoas físicas ou a pessoas jurídicas não indicadas nos códigos anteriores.
6301;6.301 - Prestação de serviço de comunicação p/ execução de serviço da mesma natureza;Classificam-se neste código as prestações de serviços de comunicação destinados às prestações de serviços da mesma natureza.
6302;6.302 - Prestação de serviço de comunicação a estabelecimento industrial;Classificam-se neste código as prestações de serviços de comunicação a estabelecimento industrial. Também serão classificados neste código os serviços de comunicação prestados a estabelecimento industrial de cooperativa.
6303;6.303 - Prestação de serviço de comunicação a estabelecimento comercial;Classificam-se neste código as prestações de serviços de comunicação a estabelecimento comercial. Também serão classificados neste código os serviços de comunicação prestados a estabelecimento comercial de cooperativa.
6304;6.304 - Prestação de serviço de comunicação a estabelecimento de prestador de serviço de transporte;Classificam-se neste código as prestações de serviços de comunicação a estabelecimento prestador de serviço de transporte.
6305;6.305 - Prestação de serviço de comunicação a estabelecimento de geradora ou de distribuidora de energia elétrica;Classificam-se neste código as prestações de serviços de comunicação a estabelecimento de geradora ou de distribuidora de energia elétrica.
6306;6.306 - Prestação de serviço de comunicação a estabelecimento de produtor rural;Classificam-se neste código as prestações de serviços de comunicação a estabelecimento de produtor rural.
6307;6.307 - Prestação de serviço de comunicação a não contribuinte;Classificam-se neste código as prestações de serviços de comunicação a pessoas físicas ou a pessoas jurídicas não indicadas nos códigos anteriores.
6351;6.351 - Prestação de serviço de transporte p/ execução de serviço da mesma natureza;Classificam-se neste código as prestações de serviços de transporte destinados às prestações de serviços da mesma natureza.
6352;6.352 - Prestação de serviço de transporte a estabelecimento industrial;Classificam-se neste código as prestações de serviços de transporte a estabelecimento industrial. Também serão classificados neste código os serviços de transporte prestados a estabelecimento industrial de cooperativa.
6353;6.353 - Prestação de serviço de transporte a estabelecimento comercial;Classificam-se neste código as prestações de serviços de transporte a estabelecimento comercial. Também serão classificados neste código os serviços de transporte prestados a estabelecimento comercial de cooperativa.
6354;6.354 - Prestação de serviço de transporte a estabelecimento de prestador de serviço de comunicação;Classificam-se neste código as prestações de serviços de transporte a estabelecimento prestador de serviços de comunicação.
6355;6.355 - Prestação de serviço de transporte a estabelecimento de geradora ou de distribuidora de energia elétrica;Classificam-se neste código as prestações de serviços de transporte a estabelecimento de geradora ou de distribuidora de energia elétrica.
6356;6.356 - Prestação de serviço de transporte a estabelecimento de produtor rural;Classificam-se neste código as prestações de serviços de transporte a estabelecimento de produtor rural.
6357;6.357 - Prestação de serviço de transporte a não contribuinte;Classificam-se neste código as prestações de serviços de transporte a pessoas físicas ou a pessoas jurídicas não indicadas nos códigos anteriores.
6359;6.359 - Prestação de serviço de transporte a contribuinte ou a não-contribuinte, quando a mercadoria transportada esteja dispensada de emissão de Nota Fiscal;Prestação de serviço de transporte a contribuinte ou a não-contribuinte, quando não existir a obrigação legal de emissão de Nota Fiscal para a mercadoria transportada. (ACR Ajuste SINIEF 03/2004) (DECRETO Nº 26.810/2004) (a partir de 01.01.2005)
6360;6.360 - Prestação de serviço de transporte a contribuinte substituto em relação ao serviço de transporte;Prestação de serviço de transporte a contribuinte a quem tenha sido atribuída a condição de contribuinte-substituto em relação ao imposto incidente na prestação dos serviços. (Ajuste SINIEF 03/2008) (Decreto nº 32.653, de 14.11.2008) a partir de 01.05.2008
6401;6.401 - Venda de produção do estabelecimento quando o produto sujeito a ST;"Venda de produto industrializado ou produzido no estabelecimento, quando o produto estiver sujeito ao regime de substituição tributária, bem como a venda de produto industrializado por estabelecimento industrial ou rural de cooperativa, quando o produto estiver sujeito ao referido regime.(NR Ajuste SINIEF 05/2005) (Dec.28.868/2006 - Efeitos a partir de 01/01/2006, ficando facultada ao contribuinte a sua adoção para fatos geradores ocorridos no período de 01 de novembro a 31 de dezembro de 2005)"
6402;6.402 - Venda de produção do estabelecimento de produto sujeito a ST, em operação entre contribuintes substitutos do mesmo produto;Classificam-se neste código as vendas de produtos sujeitos ao regime de substituição tributária industrializados no estabelecimento, em operações entre contribuintes substitutos do mesmo produto.
6403;6.403 - Venda de mercadoria adquirida ou recebida de terceiros em operação com mercadoria sujeita a ST, na condição de contribuinte substituto;Classificam-se neste código as vendas de mercadorias adquiridas ou recebidas de terceiros, na condição de contribuinte substituto, em operação com mercadorias sujeitas ao regime de substituição tributária.
6404;6.404 - Venda de mercadoria sujeita a ST, cujo imposto já tenha sido retido anteriormente;Classificam-se neste código as vendas de mercadorias sujeitas ao regime de substituição tributária, na condição de substituto tributário, exclusivamente nas hipóteses em que o imposto já tenha sido retido anteriormente.
6408;6.408 - Transferência de produção do estabelecimento quando o produto sujeito a ST;"Transferência de produto industrializado ou produzido no estabelecimento, para outro estabelecimento da mesma empresa, quando o produto estiver sujeito ao regime de substituição tributária.(NR Ajuste SINIEF 05/2005) (Dec.28.868/2006 - Efeitos a partir de 01/01/2006, ficando facultada ao contribuinte a sua adoção para fatos geradores ocorridos no período de 01 de novembro a 31 de dezembro de 2005)"
6409;6.409 - Transferência de mercadoria adquirida ou recebida de terceiros, sujeita a ST;Classificam-se neste código as transferências para outro estabelecimento da mesma empresa, de mercadorias adquiridas ou recebidas de terceiros que não tenham sido objeto de qualquer processo industrial no estabelecimento, em operações com mercadorias sujeitas ao regime de substituição tributária.
6410;6.410 - Devolução de compra p/ industrialização ou ptrodução rural quando a mercadoria sujeita a ST;"Devolução de mercadoria adquirida para ser utilizada em processo de industrialização ou produção rural, cuja entrada tenha sido classificada como ""Compra para industrialização ou produção rural de mercadoria sujeita ao regime de substituição tributária"".(NR Ajuste SINIEF 05/2005) (Dec.28.868/2006 - Efeitos a partir de 01/01/2006, ficando facultada ao contribuinte a sua adoção para fatos geradores ocorridos no período de 01 de novembro a 31 de dezembro de 2005)"
6411;6.411 - Devolução de compra p/ comercialização em operação com mercadoria sujeita a ST;Classificam-se neste código as devoluções de mercadorias adquiridas para serem comercializadas, cujas entradas tenham sido classificadas como Compra para comercialização em operação com mercadoria sujeita ao regime de substituição tributária.
6412;6.412 - Devolução de bem do ativo imobilizado, em operação com mercadoria sujeita a ST;Classificam-se neste código as devoluções de bens adquiridos para integrar o ativo imobilizado do estabelecimento, cuja entrada tenha sido classificada no código 2.406 - Compra de bem para o ativo imobilizado cuja mercadoria está sujeita ao regime de substituição tributária.
6413;6.413 - Devolução de mercadoria destinada ao uso ou consumo, em operação com mercadoria sujeita a ST;Classificam-se neste código as devoluções de mercadorias adquiridas para uso ou consumo do estabelecimento, cuja entrada tenha sido classificada no código 2.407 - Compra de mercadoria para uso ou consumo cuja mercadoria está sujeita ao regime de substituição tributária.
6414;6.414 - Remessa de produção do estabelecimento p/ venda fora do estabelecimento, quando o produto sujeito a ST;"Remessa de produto industrializado ou produzido pelo estabelecimento para ser vendido fora do estabelecimento, inclusive por meio de veículo, quando o mencionado produto estiver sujeito ao regime de substituição tributária.(NR Ajuste SINIEF 05/2005) (Dec.28.868/2006 - Efeitos a partir de 01/01/2006, ficando facultada ao contribuinte a sua adoção para fatos geradores ocorridos no período de 01 de novembro a 31 de dezembro de 2005)"
6415;6.415 - Remessa de mercadoria adquirida ou recebida de terceiros p/ venda fora do estabelecimento, quando a referida ração com mercadoria sujeita a ST;Remessa de mercadoria adquirida ou recebida de terceiro para serem vendida fora do estabelecimento, inclusive por meio de veículo, quando a referida mercadorias estiver sujeita ao regime de substituição tributária.
6451;6.451 - Remessa de animal - Sistema de Integração e Parceria Rural;"Classificam-se neste código as saídas referentes à remessa de animais para criação, recriação, produção ou engorda emestabelecimento de produtor no sistema integrado e de produção animal, inclusive em sistema de confinamento. Também serãoclassificadas neste código as remessas decorrentes de “ato cooperativo”, inclusive as operações entre cooperativa singular e cooperativacentral."
6452;6.452 - Remessa de insumo - Sistema de Integração e Parceria Rural;"Classificam-se neste código as saídas referentes à remessa de insumos para utilização em estabelecimento de produtor no sistemaintegrado e de produção animal, para criação, recriação ou engorda, inclusive em sistema de confinamento. Também serão classificadasneste código as remessas decorrentes de “ato cooperativo”, inclusive as operações entre cooperativa singular e cooperativa central."
6453;6.453 - Retorno de animal ou da produção - Sistema de Integração e Parceria Rural;"Classificam-se neste código as saídas referentes ao retorno da produção, bem como de animais criados, recriados ou engordados peloprodutor no sistema integrado e de produção animal, inclusive em sistema de confinamento. Também serão classificados neste códigoos retornos decorrentes de “ato cooperativo”, inclusive as operações entre cooperativa singular e cooperativa central."
6454;6.454 - Retorno simbólico de animal ou da produção - Sistema de Integração e Parceria Rural;"Classificam-se neste código as saídas referentes ao retorno simbólico da produção, bem como de animais criados ou engordados peloprodutor no sistema integrado e de produção animal, inclusive em sistema de confinamento."
6455;6.455 - Retorno de insumos não utilizados na produção - Sistema de Integração e Parceria Rural;"Classificam-se neste código as saídas referentes ao retorno de insumos não utilizados em estabelecimento de produtor no sistemaintegrado e de produção animal, para criação, recriação ou engorda, inclusive em sistema de confinamento, e nas operações entrecooperativa singular e cooperativa central
6456;6.456 - Saída referente a remuneração do produtor - Sistema de Integração e Parceria Rural;"Classificam-se neste código as saídas da parcela da produção do produtor realizadas em sistema de integração e produção animal,quando da entrega ao integrador ou parceiro. Também serão classificadas neste código as saídas decorrentes de “ato cooperativo”,inclusive as operações entre cooperativa singular e cooperativa central.”."
6501;6.501 - Remessa de produção do estabelecimento, com fim específico de exportação;"Saída de produto industrializado ou produzido pelo estabelecimento, remetido com fim específico de exportação a ""trading company"", empresa comercial exportadora ou outro estabelecimento do remetente.(NR Ajuste SINIEF 05/2005) (Dec. 28.868/2006 - a sua aplicação será obrigatória em relação aos fatos geradores ocorridos a partir de 01 de julho de 2006, ficando facultada ao contribuinte a sua adoção para fatos geradores ocorridos no período de 01 de janeiro a 30 de junho de 2006)"
6502;6.502 - Remessa de mercadoria adquirida ou recebida de terceiros, com fim específico de exportação;Classificam-se neste código as saídas de mercadorias adquiridas ou recebidas de terceiros, remetidas com fim específico de exportação a trading company, empresa comercial exportadora ou outro estabelecimento do remetente.
6503;6.503 - Devolução de mercadoria recebida com fim específico de exportação;Classificam-se neste código as devoluções efetuadas por trading company, empresa comercial exportadora ou outro estabelecimento do destinatário, de mercadorias recebidas com fim específico de exportação, cujas entradas tenham sido classificadas no código 2.501 - Entrada de mercadoria recebida com fim específico de exportação.
6504;6.504 - Remessa de mercadoria p/ formação de lote de exportação, de produto industrializado ou produzido pelo próprio estabelecimento.;"Remessa de mercadoria para formação de lote de exportação, de produto industrializado ou produzido pelo próprio estabelecimento.(ACR Ajuste SINIEF 09/2005) (Dec. 28.868/2006 - a sua aplicação será obrigatória em relação aos fatos geradores ocorridos a partir de 01 de julho de 2006, ficando facultada ao contribuinte a sua adoção para fatos geradores ocorridos no período de 01 de janeiro a 30 de junho de 2006)"
6505;6.505 - Remessa de mercadoria, adquirida ou recebida de terceiros, p/ formação de lote de exportação.;"Remessa de mercadoria, adquirida ou recebida de terceiros, para formação de lote de exportação.(ACR Ajuste SINIEF 09/2005) (Dec. 28.868/2006 - a sua aplicação será obrigatória em relação aos fatos geradores ocorridos a partir de 01 de julho de 2006, ficando facultada ao contribuinte a sua adoção para fatos geradores ocorridos no período de 01 de janeiro a 30 de junho de 2006)"
6551;6.551 - Venda de bem do ativo imobilizado;Vendas de bem integrante do ativo imobilizado do estabelecimento. –a partir 01.01.2004- Decreto Nº 26.174 de 26/11/2003
6552;6.552 - Transferência de bem do ativo imobilizado;Transferência de bem do ativo imobilizado para outro estabelecimento da mesma empresa. –a partir 01.01.2004- Decreto Nº 26.174 de 26/11/2003
6553;6.553 - Devolução de compra de bem p/ o ativo imobilizado;Devolução de bem adquirido para integrar o ativo imobilizado do estabelecimento, cuja entrada foi classificada no código 2.551 - Compra de bem para o ativo imobilizado. –a partir 01.01.2004- Decreto Nº 26.174 de 26/11/2003
6554;6.554 - Remessa de bem do ativo imobilizado p/ uso fora do estabelecimento;Remessa de bem do ativo imobilizado para uso fora do estabelecimento. –a partir 01.01.2004- Decreto Nº 26.174 de 26/11/2003
6555;6.555 - Devolução de bem do ativo imobilizado de terceiro, recebido p/ uso no estabelecimento;Saída em devolução, de bem do ativo imobilizado de terceiros, recebidos para uso no estabelecimento, cuja entrada tenha sido classificada no código 2.555 - Entrada de bem do ativo imobilizado de terceiro, remetido para uso no estabelecimento. –a partir 01.01.2004- Decreto Nº 26.174 de 26/11/2003
6556;6.556 - Devolução de compra de material de uso ou consumo;Devolução de mercadoria destinada ao uso ou consumo do estabelecimento, cuja entrada tenha sido classificada no código 2.556 - compra de material para uso ou consumo –a partir 01.01.2004- Decreto Nº 26.174 de 26/11/2003
6557;6.557 - Transferência de material de uso ou consumo;Transferência de material de uso ou consumo para outro estabelecimento da mesma empresa. –a partir 01.01.2004- Decreto Nº 26.174 de 26/11/2003
6603;6.603 - Ressarcimento de ICMS retido por substituição tributária;Classificam-se neste código os lançamentos destinados ao registro de ressarcimento de ICMS retido por substituição tributária a contribuinte substituído, efetuado pelo contribuinte substituto, nas hipóteses previstas na legislação aplicável.
6651;6.651 - Venda de combustível ou lubrificante, de produção do estabelecimento, destinados à industrialização subseqüente;"Venda de combustível ou lubrificante, industrializados no estabelecimento e destinados à industrialização do próprio produto, inclusive aquela decorrente de encomenda para entrega futura, cujo faturamento tenha sido classificado no código 6.922 – ""Lançamento efetuado a título de simples faturamento decorrente de venda para entrega futura"".(a partir 01.01.2004 - Decreto Nº 26.174 de 26/11/2003)"
6652;6.652 - Venda de combustível ou lubrificante, de produção do estabelecimento, destinados à comercialização;"Venda de combustível ou lubrificante, industrializados no estabelecimento e destinados à comercialização, inclusive aquela decorrente de encomenda para entrega futura, cujo faturamento tenha sido classificado no código 6.922 – ""Lançamento efetuado a título de simples faturamento decorrente de venda para entrega futura"".(a partir 01.01.2004 - Decreto Nº 26.174 de 26/11/2003)"
6653;6.653 - Venda de combustível ou lubrificante, de produção do estabelecimento, destinados a consumidor ou usuário final;"Venda de combustível ou lubrificante, industrializados no estabelecimento e destinados a consumo em processo de industrialização de outro produto, à prestação de serviço ou a usuário final, inclusive aquela decorrente de encomenda para entrega futura, cujo faturamento tenha sido classificado no código 6.922 – ""Lançamento efetuado a título de simples faturamento decorrente de venda para entrega futura"".(a partir 01.01.2004 - Decreto Nº 26.174 de 26/11/2003)"
6654;6.654 - Venda de combustível ou lubrificante, adquiridos ou recebidos de terceiros, destinados à industrialização subseqüente;"Venda de combustível ou lubrificante, adquiridos ou recebidos de terceiros, destinados à industrialização do próprio produto, inclusive aquela decorrente de encomenda para entrega futura, cujo faturamento tenha sido classificado no código 5.922 – ""Lançamento efetuado a título de simples faturamento decorrente de venda para entrega futura"".(a partir 01.01.2004 - Decreto Nº 26.174 de 26/11/2003)"
6655;6.655 - Venda de combustível ou lubrificante, adquiridos ou recebidos de terceiros, destinados à comercialização;"Venda de combustível ou lubrificante, adquiridos ou recebidos de terceiros, destinados à comercialização, inclusive aquela decorrente de encomenda para entrega futura, cujo faturamento tenha sido classificado no código 5.922 – ""Lançamento efetuado a título de simples faturamento decorrente de venda para entrega futura"".(a partir 01.01.2004 - Decreto Nº 26.174 de 26/11/2003)"
6656;6.656 - Venda de combustível ou lubrificante, adquiridos ou recebidos de terceiros, destinados a consumidor ou usuário final;"Venda de combustível ou lubrificante, adquiridos ou recebidos de terceiros, destinados a consumo em processo de industrialização de outro produto, à prestação de serviço ou a usuário final, inclusive aquela decorrente de encomenda para entrega futura, cujo faturamento tenha sido classificado no código 5.922 – ""Lançamento efetuado a título de simples faturamento decorrente de venda para entrega futura"".(a partir 01.01.2004 - Decreto Nº 26.174 de 26/11/2003)"
6657;6.657 - Remessa de combustível ou lubrificante, adquiridos ou recebidos de terceiros, p/ venda fora do estabelecimento;Remessa de combustível ou lubrificante, adquiridos ou recebidos de terceiros, para ser vendidos fora do estabelecimento, inclusive por meio de veículos. (a partir 01.01.2004 - Decreto Nº 26.174 de 26/11/2003)
6658;6.658 - Transferência de combustível ou lubrificante de produção do estabelecimento;Transferência de combustível ou lubrificante, industrializados no estabelecimento, para outro estabelecimento da mesma empresa. (a partir 01.01.2004 - Decreto Nº 26.174 de 26/11/2003)
6659;6.659 - Transferência de combustível ou lubrificante adquiridos ou recebidos de terceiros;Transferência de combustível ou lubrificante, adquiridos ou recebidos de terceiros, para outro estabelecimento da mesma empresa. (a partir 01.01.2004 - Decreto Nº 26.174 de 26/11/2003)
6660;6.660 - Devolução de compra de combustível ou lubrificante adquiridos p/ industrialização subseqüente;"Devolução de compra de combustível ou lubrificante, adquiridos para industrialização do próprio produto, cuja entrada tenha sido classificada como ""Compra de combustível ou lubrificante para industrialização subseqüente"".(a partir 01.01.2004 - Decreto Nº 26.174 de 26/11/2003)"
6661;6.661 - Devolução de compra de combustível ou lubrificante adquiridos p/ comercialização;"Devolução de compra de combustível ou lubrificante, adquiridos para comercialização, cuja entrada tenha sido classificada como ""Compra de combustível ou lubrificante para comercialização"".(a partir 01.01.2004 - Decreto Nº 26.174 de 26/11/2003)"
6662;6.662 - Devolução de compra de combustível ou lubrificante adquiridos por consumidor ou usuário final;"Devolução de compra de combustível ou lubrificante, adquiridos para consumo em processo de industrialização de outro produto, na prestação de serviço ou por usuário final, cuja entrada tenha sido classificada como ""Compra de combustível ou lubrificante por consumidor ou usuário final"".(a partir 01.01.2004 - Decreto Nº 26.174 de 26/11/2003)"
6663;6.663 - Remessa p/ armazenagem de combustível ou lubrificante;Remessa para armazenagem de combustível ou lubrificante. (a partir 01.01.2004 - Decreto Nº 26.174 de 26/11/2003)
6664;6.664 - Retorno de combustível ou lubrificante recebidos p/ armazenagem;Remessa, em devolução, de combustível ou lubrificante, recebidos para armazenagem.(a partir 01.01.2004 - Decreto Nº 26.174 de 26/11/2003)
6665;6.665 - Retorno simbólico de combustível ou lubrificante recebidos p/ armazenagem;Retorno simbólico de combustível ou lubrificante, recebidos para armazenagem, quando a mercadoria armazenada tenha sido objeto de saída, a qualquer título, e não deva retornar ao estabelecimento depositante. (a partir 01.01.2004 - Decreto Nº 26.174 de 26/11/2003)
6666;6.666 - Remessa, por conta e ordem de terceiros, de combustível ou lubrificante recebidos p/ armazenagem;Saída, por conta e ordem de terceiros, de combustível ou lubrificante, recebidos anteriormente para armazenagem. (a partir 01.01.2004 - Decreto Nº 26.174 de 26/11/2003)
6667;6.667 - Venda de combustível ou lubrificante a consumidor ou usuário final estabelecido em outra UF diferente da que ocorrer o consumo;Venda de combustível ou lubrificante a consumidor ou a usuário final, cujo abastecimento tenha sido efetuado em Unidade da Federação diferente do remetente e do destinatário. ACR Ajuste SINIEF 05/2009 – a partir de 01.07.2009)(Decreto nº 34.490/2009)
6901;6.901 - Remessa p/ industrialização por encomenda;Classificam-se neste código as remessas de insumos remetidos para industrialização por encomenda, a ser realizada em outra empresa ou em outro estabelecimento da mesma empresa.
6902;6.902 - Retorno de mercadoria utilizada na industrialização por encomenda;Classificam-se neste código as remessas, pelo estabelecimento industrializador, dos insumos recebidos para industrialização e incorporados ao produto final, por encomenda de outra empresa ou de outro estabelecimento da mesma empresa. O valor dos insumos nesta operação deverá ser igual ao valor dos insumos recebidos para industrialização.
6903;6.903 - Retorno de mercadoria recebida p/ industrialização e não aplicada no referido processo;Classificam-se neste código as remessas em devolução de insumos recebidos para industrialização e não aplicados no referido processo.
6904;6.904 - Remessa p/ venda fora do estabelecimento;Classificam-se neste código as remessas de mercadorias para venda fora do estabelecimento, inclusive por meio de veículos.
6905;6.905 - Remessa p/ depósito fechado ou armazém geral;Classificam-se neste código as remessas de mercadorias para depósito em depósito fechado ou armazém geral.
6906;6.906 - Retorno de mercadoria depositada em depósito fechado ou armazém geral;Classificam-se neste código os retornos de mercadorias depositadas em depósito fechado ou armazém geral ao estabelecimento depositante.
6907;6.907 - Retorno simbólico de mercadoria depositada em depósito fechado ou armazém geral;Classificam-se neste código os retornos simbólicos de mercadorias recebidas para depósito em depósito fechado ou armazém geral, quando as mercadorias depositadas tenham sido objeto de saída a qualquer título e que não devam retornar ao estabelecimento depositante.
6908;6.908 - Remessa de bem por conta de contrato de comodato ou locação;"Classificam-se neste código as remessas de bens para o cumprimento de contrato de comodato ou locação."
6909;6.909 - Retorno de bem recebido por conta de contrato de comodato ou locação;Classificam-se neste código as remessas de bens em devolução após cumprido o contrato de comodato ou locação.
6910;6.910 - Remessa em bonificação, doação ou brinde;Classificam-se neste código as remessas de mercadorias a título de bonificação, doação ou brinde.
6911;6.911 - Remessa de amostra grátis;Classificam-se neste código as remessas de mercadorias a título de amostra grátis.
6912;6.912 - Remessa de mercadoria ou bem p/ demonstração;Classificam-se neste código as remessas de mercadorias ou bens para demonstração.
6913;6.913 - Retorno de mercadoria ou bem recebido p/ demonstração;Classificam-se neste código as remessas em devolução de mercadorias ou bens recebidos para demonstração.
6914;6.914 - Remessa de mercadoria ou bem p/ exposição ou feira;Classificam-se neste código as remessas de mercadorias ou bens para exposição ou feira.
6915;6.915 - Remessa de mercadoria ou bem p/ conserto ou reparo;Classificam-se neste código as remessas de mercadorias ou bens para conserto ou reparo.
6916;6.916 - Retorno de mercadoria ou bem recebido p/ conserto ou reparo;Classificam-se neste código as remessas em devolução de mercadorias ou bens recebidos para conserto ou reparo.
6917;6.917 - Remessa de mercadoria em consignação mercantil ou industrial;Classificam-se neste código as remessas de mercadorias a título de consignação mercantil ou industrial.
6918;6.918 - Devolução de mercadoria recebida em consignação mercantil ou industrial;Classificam-se neste código as devoluções de mercadorias recebidas anteriormente a título de consignação mercantil ou industrial.
6919;6.919 - Devolução simbólica de mercadoria vendida ou utilizada em processo industrial, recebida anteriormente em consignação mercantil ou industrial;Classificam-se neste código as devoluções simbólicas de mercadorias vendidas ou utilizadas em processo industrial, que tenham sido recebidas anteriormente a título de consignação mercantil ou industrial.
6920;6.920 - Remessa de vasilhame ou sacaria;Classificam-se neste código as remessas de vasilhame ou sacaria.
6921;6.921 - Devolução de vasilhame ou sacaria;Classificam-se neste código as saídas por devolução de vasilhame ou sacaria.
6922;6.922 - Lançamento efetuado a título de simples faturamento decorrente de venda p/ entrega futura;Classificam-se neste código os registros efetuados a título de simples faturamento decorrente de venda para entrega futura.
